gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_marriage,age_first_childbirth,education,occupation,income,health_work_difficulty,profile_id
Male,36,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,21.0,High school,"Precision Production, Craft, and Repair Occupations",21005.0,Health doesn't affect work,786
Female,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,787
Male,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,"Precision Production, Craft, and Repair Occupations",10905.0,Health doesn't affect work,788
Female,14,1965,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,789
Female,5,1974,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,790
Female,10,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,791
Female,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,792
Female,20,1959,Black,Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,2910.0,Health doesn't affect work,793
Male,31,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,17.0,High school,Managerial Occupations,25925.0,Health doesn't affect work,794
Male,31,1948,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,26.0,College and above,Professional Specialty Occupations,9005.0,Health doesn't affect work,795
Male,52,1927,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,38.0,College and above,Managerial Occupations,30005.0,Health doesn't affect work,796
Male,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,797
Female,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,798
Female,47,1932,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Military Occupations,4255.0,Health doesn't affect work,799
Male,0,1980,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,800
Female,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,17.0,21.0,Less than high school,,0.0,Health doesn't affect work,801
Female,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,802
Male,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,19.0,High school,Sales Occupations,17165.0,Health doesn't affect work,803
Male,60,1919,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,29.0,,Less than high school,,5510.0,Health doesn't affect work,804
Male,21,1959,Black,Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,10210.0,Health doesn't affect work,805
Male,80,1899,Black,Non-immigrant,Married,0.0,26.0,,Less than high school,"Farming, Forestry, and Fishing Occupations",4840.0,Health doesn't affect work,806
Male,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,"Precision Production, Craft, and Repair Occupations",11180.0,Health doesn't affect work,807
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,808
Female,17,1962,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,16.0,,High school,,0.0,Health doesn't affect work,809
Male,27,1952,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,"Operators, Fabricators, and Laborers",11005.0,Health doesn't affect work,810
Male,78,1901,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,62.0,,College and above,Professional Specialty Occupations,13015.0,Health doesn't affect work,811
Female,79,1900,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,20.0,,Less than high school,,3670.0,Health affects work,812
Male,50,1929,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,34.0,College and above,"Precision Production, Craft, and Repair Occupations",24005.0,Health doesn't affect work,813
Male,21,1959,Hispanic,Non-immigrant,Single,0.0,,,College and above,Managerial Occupations,12005.0,Health doesn't affect work,814
Male,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,18.0,High school,"Operators, Fabricators, and Laborers",16670.0,Health doesn't affect work,815
Female,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,816
Female,1,1979,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,817
Female,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,818
Female,9,1970,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,819
Male,20,1960,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,18.0,,High school,Service Occupations,3605.0,Health doesn't affect work,820
Female,35,1944,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,24.0,32.0,College and above,Clerical and Administrative Support Occupations,10605.0,Health doesn't affect work,821
Male,9,1971,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,822
Male,43,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,26.0,High school,"Precision Production, Craft, and Repair Occupations",23005.0,Health doesn't affect work,823
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,21.0,23.0,College and above,,0.0,Health doesn't affect work,824
Male,31,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,24.0,20.0,College and above,Managerial Occupations,26660.0,Health doesn't affect work,825
Female,10,1969,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,826
Female,35,1944,Hispanic,Non-immigrant,Divorced/widowed,3.0,19.0,21.0,College and above,"Precision Production, Craft, and Repair Occupations",11670.0,Health doesn't affect work,827
Male,23,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,"Operators, Fabricators, and Laborers",20005.0,Health doesn't affect work,828
Male,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",12005.0,Health doesn't affect work,829
Male,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,,College and above,Professional Specialty Occupations,18605.0,Health doesn't affect work,830
Male,35,1944,Black,Non-immigrant,Married,0.0,21.0,22.0,Less than high school,"Operators, Fabricators, and Laborers",6905.0,Health doesn't affect work,831
Female,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,17.0,20.0,High school,,0.0,Health doesn't affect work,832
Male,37,1943,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,36.0,,High school,Sales Occupations,30005.0,Health doesn't affect work,833
Female,69,1911,Black,Non-immigrant,Married,1.0,18.0,,High school,,4205.0,Health doesn't affect work,834
Male,59,1920,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,High school,"Precision Production, Craft, and Repair Occupations",16305.0,Health doesn't affect work,835
Male,18,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,1325.0,Health doesn't affect work,836
Male,30,1949,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,25.0,30.0,College and above,Professional Specialty Occupations,20050.0,Health doesn't affect work,837
Male,63,1916,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,,High school,"Operators, Fabricators, and Laborers",18005.0,Health doesn't affect work,838
Male,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,29.0,,High school,"Farming, Forestry, and Fishing Occupations",18210.0,Health doesn't affect work,839
Female,56,1924,Black,Non-immigrant,Divorced/widowed,1.0,20.0,,High school,,4005.0,Health affects work,840
Female,70,1909,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,,College and above,,8110.0,Health affects work,841
Female,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,842
Female,66,1914,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,27.0,,College and above,Clerical and Administrative Support Occupations,11240.0,Health doesn't affect work,843
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Technicians and Related Support Occupations,19510.0,Health doesn't affect work,844
Female,60,1919,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,12005.0,Health affects work,845
Female,21,1959,Black,Non-immigrant,Single,1.0,,,High school,Technicians and Related Support Occupations,5040.0,Health doesn't affect work,846
Female,41,1938,Hispanic,Immigrant,Single,3.0,,22.0,Less than high school,,3985.0,Health affects work,847
Female,68,1911,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,26.0,30.0,High school,,0.0,Health affects work,848
Female,8,1971,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,849
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,15.0,,College and above,,5305.0,Health affects work,850
Male,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",4005.0,Health doesn't affect work,851
Male,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,852
Female,12,1967,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,853
Male,0,1979,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,854
Male,34,1945,Black,Non-immigrant,Married,0.0,25.0,,Less than high school,"Operators, Fabricators, and Laborers",8165.0,Health doesn't affect work,855
Female,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,24.0,27.0,College and above,Professional Specialty Occupations,1005.0,Health doesn't affect work,856
Male,58,1921,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,29.0,,College and above,Professional Specialty Occupations,19105.0,Health doesn't affect work,857
Male,31,1948,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,22355.0,Health doesn't affect work,858
Female,9,1971,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,859
Male,76,1903,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,69.0,,High school,,13210.0,Health doesn't affect work,860
Male,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,23.0,High school,"Precision Production, Craft, and Repair Occupations",8785.0,Health doesn't affect work,861
Female,46,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,29.0,College and above,,0.0,Health doesn't affect work,862
Male,11,1968,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,863
Male,1,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,864
Male,22,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Technicians and Related Support Occupations,3005.0,Health doesn't affect work,865
Female,39,1940,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,31.0,24.0,College and above,Professional Specialty Occupations,16850.0,Health doesn't affect work,866
Male,24,1955,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,College and above,Technicians and Related Support Occupations,3005.0,Health doesn't affect work,867
Female,19,1960,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,18.0,19.0,High school,"Operators, Fabricators, and Laborers",1765.0,Health doesn't affect work,868
Female,18,1961,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,205.0,Health doesn't affect work,869
Male,29,1951,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Clerical and Administrative Support Occupations,3205.0,Health doesn't affect work,870
Female,31,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,21.0,25.0,High school,,15.0,Health doesn't affect work,871
Female,60,1919,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,37.0,,College and above,Managerial Occupations,30005.0,Health doesn't affect work,872
Female,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,20.0,,High school,Service Occupations,880.0,Health doesn't affect work,873
Male,64,1915,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,,High school,"Precision Production, Craft, and Repair Occupations",7020.0,Health affects work,874
Female,14,1965,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,875
Female,0,1979,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,876
Male,54,1925,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,High school,"Farming, Forestry, and Fishing Occupations",15545.0,Health affects work,877
Female,53,1926,Black,Non-immigrant,Divorced/widowed,0.0,32.0,,High school,Service Occupations,7005.0,Health affects work,878
Female,83,1896,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,22.0,,College and above,,0.0,Health doesn't affect work,879
Female,62,1917,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,8.0,20.0,,High school,Clerical and Administrative Support Occupations,7615.0,Health doesn't affect work,880
Male,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,20.0,High school,"Operators, Fabricators, and Laborers",12005.0,Health doesn't affect work,881
Female,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Professional Specialty Occupations,8005.0,Health doesn't affect work,882
Female,77,1902,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,38.0,,College and above,,3645.0,Health doesn't affect work,883
Female,18,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,13005.0,Health doesn't affect work,884
Female,84,1895,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,17.0,,Less than high school,,1745.0,Health affects work,885
Female,9,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,886
Male,21,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",12005.0,Health doesn't affect work,887
Female,28,1951,Black,Non-immigrant,Married,1.0,20.0,24.0,College and above,Clerical and Administrative Support Occupations,12425.0,Health doesn't affect work,888
Female,68,1911,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,,High school,,2885.0,Health doesn't affect work,889
Male,30,1949,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,27.0,High school,"Operators, Fabricators, and Laborers",20005.0,Health doesn't affect work,890
Male,22,1958,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,"Precision Production, Craft, and Repair Occupations",4805.0,Health doesn't affect work,891
Female,4,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,892
Female,8,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,893
Male,46,1933,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,32.0,College and above,"Operators, Fabricators, and Laborers",7005.0,Health affects work,894
Female,16,1964,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,895
Female,9,1970,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,896
Female,34,1945,Hispanic,Immigrant,Married,5.0,18.0,21.0,Less than high school,,0.0,Health doesn't affect work,897
Female,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Managerial Occupations,6005.0,Health doesn't affect work,898
Male,26,1953,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,19.0,20.0,High school,Sales Occupations,24115.0,Health doesn't affect work,899
Male,76,1904,Black,Non-immigrant,Married,0.0,24.0,,Less than high school,,2410.0,Health affects work,900
Male,19,1960,Hispanic,Non-immigrant,Single,0.0,,,College and above,"Precision Production, Craft, and Repair Occupations",4005.0,Health doesn't affect work,901
Male,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,College and above,Sales Occupations,10060.0,Health doesn't affect work,902
Male,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,12965.0,Health doesn't affect work,903
Female,39,1940,Black,Non-immigrant,Divorced/widowed,5.0,20.0,18.0,High school,Service Occupations,710.0,Health affects work,904
Female,67,1913,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,25.0,,College and above,,13340.0,Health doesn't affect work,905
Female,2,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,906
Male,2,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,907
Male,13,1966,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,908
Female,7,1972,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,909
Female,47,1932,Black,Non-immigrant,Divorced/widowed,0.0,17.0,,College and above,,0.0,Health doesn't affect work,910
Female,29,1951,Black,Non-immigrant,Married,2.0,19.0,20.0,College and above,"Operators, Fabricators, and Laborers",16005.0,Health doesn't affect work,911
Male,45,1935,Hispanic,Non-immigrant,Married,0.0,24.0,28.0,High school,Sales Occupations,22005.0,Health doesn't affect work,912
Male,60,1919,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,50.0,College and above,"Precision Production, Craft, and Repair Occupations",14005.0,Health doesn't affect work,913
Female,49,1930,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,29.0,37.0,High school,Clerical and Administrative Support Occupations,2235.0,Health doesn't affect work,914
Male,74,1905,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,,Less than high school,,525.0,Health affects work,915
Male,8,1971,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,916
Female,4,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,917
Female,77,1902,Black,Non-immigrant,Married,0.0,40.0,,Less than high school,,2455.0,Health affects work,918
Female,33,1946,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,23.0,College and above,Clerical and Administrative Support Occupations,10925.0,Health doesn't affect work,919
Female,75,1905,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,22.0,,Less than high school,,1505.0,Health affects work,920
Male,66,1913,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,,High school,,8790.0,Health affects work,921
Male,32,1947,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,23.0,24.0,College and above,Professional Specialty Occupations,21925.0,Health doesn't affect work,922
Female,56,1923,Black,Non-immigrant,Divorced/widowed,0.0,17.0,,Less than high school,Service Occupations,5005.0,Health doesn't affect work,923
Male,26,1953,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,19.0,17.0,High school,"Precision Production, Craft, and Repair Occupations",11505.0,Health doesn't affect work,924
Female,70,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,,College and above,,13095.0,Health doesn't affect work,925
Male,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,25.0,42.0,College and above,Managerial Occupations,24005.0,Health doesn't affect work,926
Female,30,1950,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Clerical and Administrative Support Occupations,9205.0,Health doesn't affect work,927
Male,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,27.0,,College and above,Professional Specialty Occupations,27755.0,Health doesn't affect work,928
Female,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,24.0,High school,,0.0,Health doesn't affect work,929
Female,67,1913,Black,Non-immigrant,Divorced/widowed,1.0,17.0,,Less than high school,,2495.0,Health affects work,930
Male,72,1907,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,41.0,,Less than high school,,6560.0,Health doesn't affect work,931
Female,49,1931,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,18.0,31.0,High school,Sales Occupations,10005.0,Health doesn't affect work,932
Male,29,1950,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,22.0,,College and above,Managerial Occupations,29645.0,Health doesn't affect work,933
Male,41,1938,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,25.0,High school,"Operators, Fabricators, and Laborers",17135.0,Health doesn't affect work,934
Male,25,1954,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,12505.0,Health doesn't affect work,935
Female,44,1935,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,23.0,High school,,0.0,Health doesn't affect work,936
Male,68,1911,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,39.0,,College and above,Managerial Occupations,75000.0,Health doesn't affect work,937
Male,29,1950,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,18.0,,High school,"Precision Production, Craft, and Repair Occupations",12510.0,Health doesn't affect work,938
Male,3,1976,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,939
Male,26,1953,Black,Non-immigrant,Divorced/widowed,0.0,21.0,,Less than high school,,4555.0,Health doesn't affect work,940
Female,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,College and above,Sales Occupations,0.0,Health doesn't affect work,941
Female,18,1961,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Sales Occupations,2305.0,Health doesn't affect work,942
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,943
Male,69,1910,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,40.0,,Less than high school,"Precision Production, Craft, and Repair Occupations",9450.0,Health doesn't affect work,944
Male,34,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,19.0,High school,"Operators, Fabricators, and Laborers",24005.0,Health doesn't affect work,945
Female,50,1929,Black,Non-immigrant,Married,3.0,18.0,23.0,College and above,,0.0,Health doesn't affect work,946
Female,70,1909,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,,High school,Clerical and Administrative Support Occupations,6435.0,Health affects work,947
Female,5,1975,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,948
Male,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,22.0,27.0,High school,Managerial Occupations,7755.0,Health doesn't affect work,949
Male,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,950
Female,70,1909,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,23.0,,College and above,,3805.0,Health affects work,951
Male,64,1915,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,43.0,45.0,College and above,Managerial Occupations,37155.0,Health doesn't affect work,952
Male,20,1959,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,4550.0,Health doesn't affect work,953
Female,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,19.0,27.0,College and above,Sales Occupations,16685.0,Health doesn't affect work,954
Female,23,1956,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,16.0,16.0,High school,,0.0,Health doesn't affect work,955
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,956
Male,57,1922,Black,Non-immigrant,Divorced/widowed,0.0,23.0,,High school,,2455.0,Health doesn't affect work,957
Female,70,1909,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,21.0,,High school,,2355.0,Health doesn't affect work,958
Male,6,1973,Black,Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,959
Female,2,1977,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,960
Female,45,1934,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,25.0,30.0,High school,,0.0,Health doesn't affect work,961
Male,18,1962,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,High school,Service Occupations,2310.0,Health doesn't affect work,962
Female,11,1968,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,963
Female,43,1937,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,23.0,28.0,High school,,0.0,Health doesn't affect work,964
Male,49,1931,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,23.0,,College and above,Managerial Occupations,66010.0,Health doesn't affect work,965
Female,57,1922,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,20.0,,Less than high school,Managerial Occupations,0.0,Health doesn't affect work,966
Male,2,1978,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,967
Male,1,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,968
Male,17,1963,Hispanic,Non-immigrant,Single,0.0,,,Less than high school,,0.0,Health affects work,969
Male,37,1943,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,26.0,27.0,High school,"Operators, Fabricators, and Laborers",10615.0,Health doesn't affect work,970
Male,6,1973,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,971
Male,13,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,972
Male,28,1951,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,,College and above,"Precision Production, Craft, and Repair Occupations",17575.0,Health doesn't affect work,973
Male,0,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,974
Female,69,1910,Hispanic,Immigrant,Divorced/widowed,2.0,54.0,19.0,High school,,3310.0,Health doesn't affect work,975
Female,0,1980,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,976
Male,75,1904,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,"Farming, Forestry, and Fishing Occupations",6820.0,Health doesn't affect work,977
Male,51,1929,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,21.0,33.0,Less than high school,"Operators, Fabricators, and Laborers",6005.0,Health doesn't affect work,978
Female,16,1963,Black,Non-immigrant,Single,0.0,,,High school,,0.0,Health doesn't affect work,979
Male,35,1945,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,26.0,College and above,"Precision Production, Craft, and Repair Occupations",21035.0,Health doesn't affect work,980
Male,1,1979,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,981
Female,22,1957,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,18.0,,High school,Sales Occupations,0.0,Health affects work,982
Female,14,1965,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,983
Female,24,1955,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,20.0,,College and above,Professional Specialty Occupations,7410.0,Health doesn't affect work,984
Female,35,1944,"Non-Black, Non-Hispanic",Immigrant,Married,3.0,27.0,29.0,College and above,Service Occupations,4815.0,Health doesn't affect work,985
Female,14,1966,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,,Less than high school,,,Health doesn't affect work,986
