gender,age,birth_year,race,marital_status,child_number,age_first_childbirth,education,laborforce,occupation,income,poverty_status,profile_id
Male,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,Service Occupations,15908.0,Above poverty line,676
Male,29,1951.0,"Non-Black, Non-Hispanic",Married,1,29.0,College and above,In the labor force,Professional Specialty Occupations,19526.0,Above poverty line,677
Female,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,678
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",600.0,Above poverty line,679
Male,71,1909.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,In the labor force,Service Occupations,7843.0,Above poverty line,680
Male,29,1951.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Managerial Occupations,18100.0,Above poverty line,681
Female,26,1954.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,6720.0,Above poverty line,682
Female,78,1902.0,Black,Single,1,17.0,High school,Not in the labor force,,1440.0,Below poverty line,683
Male,27,1953.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,22400.0,Above poverty line,684
Female,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",12203.0,Above poverty line,685
Female,33,1947.0,"Non-Black, Non-Hispanic",Married,2,24.0,College and above,In the labor force,Service Occupations,8800.0,Above poverty line,686
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,687
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,688
Female,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,689
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,690
Female,2,1978.0,Black,Single,0,,Less than high school,,,,Below poverty line,691
Male,70,1910.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,7001.0,Above poverty line,692
Male,25,1955.0,Hispanic,Married,2,22.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",20000.0,Above poverty line,693
Female,82,1898.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,4128.0,Above poverty line,694
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,2530.0,Above poverty line,695
Female,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,696
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Managerial Occupations,21045.0,Above poverty line,697
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,"Operators, Fabricators, and Laborers",1485.0,Above poverty line,698
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,699
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,Service Occupations,700.0,Below poverty line,700
Male,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,701
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,4,20.0,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",5506.0,Above poverty line,702
Female,35,1945.0,"Non-Black, Non-Hispanic",Married,3,25.0,College and above,Not in the labor force,,26.0,Above poverty line,703
Male,11,1969.0,Black,Single,0,,Less than high school,,,,Above poverty line,704
Male,30,1950.0,"Non-Black, Non-Hispanic",Married,1,27.0,College and above,In the labor force,Managerial Occupations,27901.0,Above poverty line,705
Male,23,1957.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,Clerical and Administrative Support Occupations,7560.0,Above poverty line,706
Female,87,1893.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,18526.0,Above poverty line,707
Male,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",20963.0,Above poverty line,708
Male,42,1938.0,"Non-Black, Non-Hispanic",Married,4,23.0,High school,In the labor force,Technicians and Related Support Occupations,19780.0,Above poverty line,709
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",637.0,Above poverty line,710
Female,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,711
Female,81,1899.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,2755.0,Below poverty line,712
Female,23,1957.0,Hispanic,Single,0,,Less than high school,In the labor force,Service Occupations,0.0,Below poverty line,713
Male,53,1927.0,"Non-Black, Non-Hispanic",Married,2,26.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",14383.0,Above poverty line,714
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,715
Male,57,1923.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,6133.0,Above poverty line,716
Female,18,1962.0,Black,Single,0,,High school,In the labor force,Service Occupations,1956.0,Below poverty line,717
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,2,33.0,College and above,Not in the labor force,,14058.0,Above poverty line,718
Male,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,High school,,Military Occupations,9935.0,Above poverty line,719
Male,2,1978.0,Black,Single,0,,Less than high school,,,,Below poverty line,720
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",1225.0,Above poverty line,721
Male,26,1954.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Sales Occupations,13143.0,Above poverty line,722
Male,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,723
Male,45,1935.0,"Non-Black, Non-Hispanic",Married,2,25.0,College and above,In the labor force,Professional Specialty Occupations,21710.0,Above poverty line,724
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,2,28.0,High school,In the labor force,Clerical and Administrative Support Occupations,3444.0,Above poverty line,725
Female,4,1976.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,726
Male,36,1944.0,"Non-Black, Non-Hispanic",Married,4,21.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",9800.0,Above poverty line,727
Male,24,1956.0,Hispanic,Single,0,,High school,In the labor force,Sales Occupations,12000.0,Above poverty line,728
Male,65,1915.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,3656.0,Above poverty line,729
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,2,27.0,College and above,In the labor force,Technicians and Related Support Occupations,20005.0,Above poverty line,730
Female,34,1946.0,"Non-Black, Non-Hispanic",Married,3,21.0,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",7025.0,Above poverty line,731
Female,65,1915.0,Hispanic,Married,0,,Less than high school,Not in the labor force,,1840.0,Above poverty line,732
Female,45,1935.0,"Non-Black, Non-Hispanic",Married,6,26.0,College and above,In the labor force,Clerical and Administrative Support Occupations,7809.0,Above poverty line,733
Male,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,5456.0,Above poverty line,734
Female,69,1911.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,6159.0,Above poverty line,735
Male,43,1937.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,9049.0,Above poverty line,736
Male,9,1971.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,737
Male,24,1956.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",3942.0,Above poverty line,738
Male,31,1949.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",6000.0,Above poverty line,739
Female,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,740
Female,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,4609.0,Above poverty line,741
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",3331.0,Above poverty line,742
Female,63,1917.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,4606.0,Above poverty line,743
Male,51,1929.0,"Non-Black, Non-Hispanic",Married,1,32.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",14000.0,Above poverty line,744
Female,45,1935.0,"Non-Black, Non-Hispanic",Married,3,29.0,High school,In the labor force,Clerical and Administrative Support Occupations,12500.0,Above poverty line,745
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,746
Male,27,1953.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",13530.0,Above poverty line,747
Female,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,1200.0,Above poverty line,748
Female,23,1957.0,"Non-Black, Non-Hispanic",Married,1,20.0,High school,In the labor force,"Operators, Fabricators, and Laborers",4100.0,Above poverty line,749
Female,37,1943.0,"Non-Black, Non-Hispanic",Divorced/widowed,2,19.0,High school,Not in the labor force,"Operators, Fabricators, and Laborers",3239.0,Below poverty line,750
Male,39,1941.0,"Non-Black, Non-Hispanic",Married,2,29.0,High school,In the labor force,Managerial Occupations,37182.0,Above poverty line,751
Female,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,752
Female,72,1908.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,Not in the labor force,,4680.0,Above poverty line,753
Male,57,1923.0,"Non-Black, Non-Hispanic",Married,1,31.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",9384.0,Above poverty line,754
Female,42,1938.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,Service Occupations,0.0,Above poverty line,755
Male,27,1953.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Managerial Occupations,14643.0,Above poverty line,756
Female,53,1927.0,"Non-Black, Non-Hispanic",Married,1,22.0,High school,In the labor force,"Operators, Fabricators, and Laborers",7048.0,Above poverty line,757
Female,69,1911.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,3398.0,Below poverty line,758
Female,35,1945.0,"Non-Black, Non-Hispanic",Married,2,28.0,College and above,Not in the labor force,,400.0,Above poverty line,759
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,760
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,761
Female,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,762
Male,8,1972.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,763
Male,3,1977.0,Black,Single,0,,Less than high school,,,,Below poverty line,764
Male,10,1970.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,765
Male,84,1896.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,1473.0,Above poverty line,766
Female,28,1952.0,"Non-Black, Non-Hispanic",Married,2,19.0,College and above,In the labor force,Clerical and Administrative Support Occupations,1270.0,Above poverty line,767
Female,67,1913.0,Black,Divorced/widowed,0,,Less than high school,Not in the labor force,,3000.0,Below poverty line,768
Female,32,1948.0,"Non-Black, Non-Hispanic",Married,3,16.0,High school,Not in the labor force,,13000.0,Above poverty line,769
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,3,26.0,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",25425.0,Above poverty line,770
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,1,20.0,High school,In the labor force,Clerical and Administrative Support Occupations,14020.0,Above poverty line,771
Female,31,1949.0,"Non-Black, Non-Hispanic",Married,4,18.0,High school,Not in the labor force,,0.0,Above poverty line,772
Male,26,1954.0,"Non-Black, Non-Hispanic",Married,2,23.0,High school,In the labor force,"Operators, Fabricators, and Laborers",10401.0,Above poverty line,773
Female,27,1953.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,18568.0,Above poverty line,774
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,775
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,1,30.0,College and above,In the labor force,Managerial Occupations,26000.0,Above poverty line,776
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,"Farming, Forestry, and Fishing Occupations",0.0,Above poverty line,777
Male,12,1968.0,Black,Single,0,,Less than high school,,,,Above poverty line,778
Female,38,1942.0,"Non-Black, Non-Hispanic",Divorced/widowed,2,25.0,High school,In the labor force,Professional Specialty Occupations,6700.0,Above poverty line,779
Female,42,1938.0,Black,Divorced/widowed,1,26.0,College and above,In the labor force,Professional Specialty Occupations,15000.0,Above poverty line,780
Female,57,1923.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,Not in the labor force,,8600.0,Above poverty line,781
Female,13,1967.0,Black,Single,0,,Less than high school,,,,Above poverty line,782
Female,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,783
Female,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,2000.0,Below poverty line,784
Male,63,1917.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,54400.0,Above poverty line,785
Female,48,1932.0,"Non-Black, Non-Hispanic",Married,2,23.0,High school,Not in the labor force,,2811.0,Above poverty line,786
Male,71,1909.0,"Non-Black, Non-Hispanic",Married,1,31.0,Less than high school,In the labor force,"Farming, Forestry, and Fishing Occupations",8150.0,Above poverty line,787
Male,47,1933.0,"Non-Black, Non-Hispanic",Married,2,27.0,College and above,In the labor force,Professional Specialty Occupations,34368.0,Above poverty line,788
Male,27,1953.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,Service Occupations,5410.0,Above poverty line,789
Male,32,1948.0,Hispanic,Married,4,17.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",15085.0,Above poverty line,790
Female,42,1938.0,"Non-Black, Non-Hispanic",Married,3,26.0,High school,In the labor force,Managerial Occupations,8920.0,Above poverty line,791
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,3,27.0,High school,Not in the labor force,,200.0,Above poverty line,792
Female,17,1963.0,Hispanic,Single,0,,High school,In the labor force,,0.0,Above poverty line,793
Male,5,1975.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,794
Male,36,1944.0,"Non-Black, Non-Hispanic",Married,1,31.0,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",20826.0,Above poverty line,795
Male,38,1942.0,Hispanic,Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",21016.0,Above poverty line,796
Male,25,1955.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",14133.0,Above poverty line,797
Male,53,1927.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,34.0,College and above,In the labor force,Professional Specialty Occupations,10000.0,Above poverty line,798
Male,39,1941.0,Black,Married,2,28.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",19510.0,Above poverty line,799
Male,26,1954.0,Black,Single,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",16600.0,Above poverty line,800
Male,38,1942.0,"Non-Black, Non-Hispanic",Married,2,30.0,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",19200.0,Above poverty line,801
Female,66,1914.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,Clerical and Administrative Support Occupations,11348.0,Above poverty line,802
Female,58,1922.0,"Non-Black, Non-Hispanic",Married,1,36.0,College and above,Not in the labor force,,111.0,Above poverty line,803
Male,27,1953.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,10000.0,Above poverty line,804
Female,25,1955.0,Black,Married,2,16.0,High school,In the labor force,Clerical and Administrative Support Occupations,12001.0,Above poverty line,805
Male,34,1946.0,"Non-Black, Non-Hispanic",Married,2,28.0,High school,In the labor force,Managerial Occupations,50135.0,Above poverty line,806
Male,5,1975.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,807
Male,23,1957.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",13876.0,Above poverty line,808
Male,50,1930.0,Hispanic,Divorced/widowed,0,,College and above,In the labor force,Professional Specialty Occupations,10500.0,Above poverty line,809
Female,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,810
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",15037.0,Above poverty line,811
Male,42,1938.0,"Non-Black, Non-Hispanic",Married,2,26.0,College and above,In the labor force,Professional Specialty Occupations,29600.0,Above poverty line,812
Male,5,1975.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,813
Female,57,1923.0,"Non-Black, Non-Hispanic",Married,1,39.0,College and above,In the labor force,Managerial Occupations,22853.0,Above poverty line,814
Female,62,1918.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,7392.0,Above poverty line,815
Male,0,1980.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,816
Female,47,1933.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,10250.0,Above poverty line,817
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,818
Male,43,1937.0,"Non-Black, Non-Hispanic",Married,4,27.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",10675.0,Above poverty line,819
Female,20,1960.0,Hispanic,Single,1,19.0,High school,In the labor force,"Operators, Fabricators, and Laborers",2650.0,Above poverty line,820
Male,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,821
Male,51,1929.0,"Non-Black, Non-Hispanic",Married,1,27.0,High school,In the labor force,"Operators, Fabricators, and Laborers",7029.0,Above poverty line,822
Female,45,1935.0,"Non-Black, Non-Hispanic",Married,3,23.0,High school,In the labor force,Sales Occupations,1300.0,Above poverty line,823
Female,78,1902.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,2159.0,Above poverty line,824
Male,4,1976.0,Black,Single,0,,Less than high school,,,,Below poverty line,825
Male,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,826
Male,23,1957.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,9001.0,Above poverty line,827
Male,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,7300.0,Above poverty line,828
Female,51,1929.0,Hispanic,Divorced/widowed,4,27.0,High school,In the labor force,"Operators, Fabricators, and Laborers",2000.0,Below poverty line,829
Female,28,1952.0,Black,Married,2,19.0,High school,In the labor force,"Operators, Fabricators, and Laborers",4032.0,Below poverty line,830
Female,33,1947.0,"Non-Black, Non-Hispanic",Married,2,20.0,High school,In the labor force,Clerical and Administrative Support Occupations,6000.0,Above poverty line,831
Male,6,1974.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,832
Female,35,1945.0,"Non-Black, Non-Hispanic",Married,5,18.0,High school,In the labor force,Clerical and Administrative Support Occupations,3200.0,Above poverty line,833
Male,52,1928.0,"Non-Black, Non-Hispanic",Married,4,32.0,College and above,In the labor force,Professional Specialty Occupations,35150.0,Above poverty line,834
Female,41,1939.0,"Non-Black, Non-Hispanic",Married,3,22.0,High school,Not in the labor force,,0.0,Above poverty line,835
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,5,20.0,High school,Not in the labor force,,1440.0,Below poverty line,836
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,1,20.0,High school,In the labor force,Service Occupations,0.0,Above poverty line,837
Female,80,1900.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,2772.0,Below poverty line,838
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,3,26.0,College and above,In the labor force,Professional Specialty Occupations,21088.0,Above poverty line,839
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,3,17.0,High school,Not in the labor force,,4000.0,Above poverty line,840
Male,50,1930.0,Hispanic,Married,3,21.0,High school,In the labor force,Professional Specialty Occupations,16000.0,Above poverty line,841
Male,27,1953.0,"Non-Black, Non-Hispanic",Married,2,24.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",16000.0,Above poverty line,842
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,530.0,Above poverty line,843
Female,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,844
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,Service Occupations,869.0,Above poverty line,845
Female,35,1945.0,"Non-Black, Non-Hispanic",Married,2,22.0,High school,In the labor force,Service Occupations,1610.0,Above poverty line,846
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,21.0,College and above,In the labor force,"Operators, Fabricators, and Laborers",12043.0,Above poverty line,847
Male,5,1975.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,848
Male,22,1958.0,Hispanic,Married,1,22.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",7000.0,Above poverty line,849
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,1,31.0,College and above,In the labor force,Professional Specialty Occupations,150.0,Above poverty line,850
Female,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,6448.0,Above poverty line,851
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,852
Female,67,1913.0,"Non-Black, Non-Hispanic",Married,1,41.0,Less than high school,Not in the labor force,,1837.0,Above poverty line,853
Female,1,1979.0,Black,Single,0,,Less than high school,,,,Above poverty line,854
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,855
Male,65,1915.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,2346.0,Below poverty line,856
Male,56,1924.0,Black,Married,1,45.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",15698.0,Above poverty line,857
Female,55,1925.0,Hispanic,Married,0,,Less than high school,In the labor force,Technicians and Related Support Occupations,9200.0,Above poverty line,858
Female,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,4500.0,Above poverty line,859
Male,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,12759.0,Above poverty line,860
Female,25,1955.0,"Non-Black, Non-Hispanic",Married,2,21.0,College and above,Not in the labor force,,110.0,Above poverty line,861
Female,15,1965.0,Black,Single,0,,Less than high school,Not in the labor force,,0.0,Above poverty line,862
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,5,12.0,High school,In the labor force,Sales Occupations,3050.0,Above poverty line,863
Male,47,1933.0,"Non-Black, Non-Hispanic",Married,2,31.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",18012.0,Above poverty line,864
Female,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,1534.0,Above poverty line,865
Male,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",1650.0,Below poverty line,866
Male,37,1943.0,"Non-Black, Non-Hispanic",Married,2,29.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",20429.0,Above poverty line,867
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,20.0,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",19058.0,Above poverty line,868
Male,66,1914.0,"Non-Black, Non-Hispanic",Married,2,41.0,High school,Not in the labor force,"Precision Production, Craft, and Repair Occupations",4732.0,Above poverty line,869
Male,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,870
Female,57,1923.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,Sales Occupations,1300.0,Below poverty line,871
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,2,26.0,High school,In the labor force,"Operators, Fabricators, and Laborers",27081.0,Above poverty line,872
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,873
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Below poverty line,874
Female,67,1913.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,2656.0,Below poverty line,875
Male,31,1949.0,"Non-Black, Non-Hispanic",Married,2,24.0,College and above,,Military Occupations,27000.0,Above poverty line,876
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,877
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,2,25.0,High school,In the labor force,"Operators, Fabricators, and Laborers",1109.0,Above poverty line,878
Female,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Professional Specialty Occupations,13000.0,Above poverty line,879
Male,46,1934.0,"Non-Black, Non-Hispanic",Married,1,30.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",30050.0,Above poverty line,880
Female,25,1955.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Service Occupations,9584.0,Above poverty line,881
Male,41,1939.0,Hispanic,Single,0,,High school,In the labor force,Professional Specialty Occupations,6200.0,Above poverty line,882
Female,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,883
Female,41,1939.0,"Non-Black, Non-Hispanic",Divorced/widowed,3,24.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",14200.0,Above poverty line,884
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,885
Male,17,1963.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",5584.0,Above poverty line,886
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,1,27.0,High school,Not in the labor force,,3800.0,Above poverty line,887
Male,46,1934.0,"Non-Black, Non-Hispanic",Married,7,27.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",22010.0,Above poverty line,888
Male,40,1940.0,Hispanic,Married,4,30.0,College and above,In the labor force,Clerical and Administrative Support Occupations,16542.0,Above poverty line,889
Male,39,1941.0,"Non-Black, Non-Hispanic",Married,3,22.0,College and above,In the labor force,Managerial Occupations,17050.0,Above poverty line,890
Female,21,1959.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,4500.0,Above poverty line,891
Female,34,1946.0,Hispanic,Married,0,,Less than high school,Not in the labor force,,0.0,Below poverty line,892
Male,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,893
Female,25,1955.0,"Non-Black, Non-Hispanic",Married,1,20.0,Less than high school,Not in the labor force,,5.0,Above poverty line,894
Male,44,1936.0,"Non-Black, Non-Hispanic",Divorced/widowed,1,28.0,High school,In the labor force,"Operators, Fabricators, and Laborers",10400.0,Above poverty line,895
Male,27,1953.0,"Non-Black, Non-Hispanic",Married,2,24.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",15008.0,Above poverty line,896
