gender,age,birth_year,race,marital_status,child_number,age_first_childbirth,education,laborforce,occupation,income,poverty_status,profile_id
Male,5,1975.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,221
Male,46,1934.0,Black,Married,0,,High school,Not in the labor force,,14000.0,Above poverty line,222
Female,48,1932.0,"Non-Black, Non-Hispanic",Married,1,30.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",9975.0,Above poverty line,223
Female,8,1972.0,Black,Single,0,,Less than high school,,,,Above poverty line,224
Female,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,225
Female,37,1943.0,Black,Married,4,20.0,College and above,In the labor force,Professional Specialty Occupations,6031.0,Above poverty line,226
Male,25,1955.0,"Non-Black, Non-Hispanic",Married,1,15.0,College and above,In the labor force,Managerial Occupations,14180.0,Above poverty line,227
Female,61,1919.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,2557.0,Below poverty line,228
Male,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,"Farming, Forestry, and Fishing Occupations",11000.0,Above poverty line,229
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,25.0,Above poverty line,230
Male,19,1961.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",7000.0,Above poverty line,231
Male,54,1926.0,"Non-Black, Non-Hispanic",Married,2,35.0,High school,In the labor force,Managerial Occupations,15060.0,Above poverty line,232
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,Professional Specialty Occupations,12175.0,Above poverty line,233
Female,42,1938.0,Hispanic,Married,2,22.0,High school,In the labor force,Managerial Occupations,9800.0,Above poverty line,234
Male,54,1926.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Farming, Forestry, and Fishing Occupations",11501.0,Above poverty line,235
Female,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,236
Male,64,1916.0,"Non-Black, Non-Hispanic",Married,3,39.0,Less than high school,In the labor force,Service Occupations,7875.0,Above poverty line,237
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,238
Female,14,1966.0,Hispanic,Single,0,,Less than high school,Not in the labor force,,,Above poverty line,239
Male,27,1953.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,40100.0,Above poverty line,240
Female,30,1950.0,Hispanic,Married,1,28.0,High school,In the labor force,Technicians and Related Support Occupations,11894.0,Above poverty line,241
Female,29,1951.0,Black,Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,13011.0,Above poverty line,242
Female,60,1920.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,3341.0,Above poverty line,243
Male,29,1951.0,Hispanic,Divorced/widowed,0,,College and above,In the labor force,Technicians and Related Support Occupations,20130.0,Above poverty line,244
Female,58,1922.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,0.0,Below poverty line,245
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,0.0,Below poverty line,246
Female,35,1945.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,12230.0,Above poverty line,247
Female,65,1915.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,1241.0,Above poverty line,248
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,3,20.0,High school,In the labor force,Managerial Occupations,14020.0,Above poverty line,249
Female,32,1948.0,Hispanic,Divorced/widowed,1,21.0,High school,In the labor force,Technicians and Related Support Occupations,12281.0,Above poverty line,250
Male,81,1899.0,Black,Married,0,,Less than high school,Not in the labor force,,2380.0,Above poverty line,251
Female,13,1967.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,252
Female,19,1961.0,Hispanic,Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,8000.0,Above poverty line,253
Female,40,1940.0,"Non-Black, Non-Hispanic",Married,3,21.0,High school,In the labor force,Clerical and Administrative Support Occupations,18050.0,Above poverty line,254
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,50.0,Above poverty line,255
Female,58,1922.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,1285.0,Above poverty line,256
Female,36,1944.0,"Non-Black, Non-Hispanic",Married,2,29.0,High school,Not in the labor force,,0.0,Above poverty line,257
Female,80,1900.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,6540.0,Above poverty line,258
Female,0,1980.0,Black,Single,0,,Less than high school,,,,Above poverty line,259
Female,27,1953.0,"Non-Black, Non-Hispanic",Divorced/widowed,2,18.0,High school,In the labor force,"Operators, Fabricators, and Laborers",13770.0,Above poverty line,260
Female,13,1967.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,261
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,262
Male,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,263
Female,30,1950.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,12231.0,Above poverty line,264
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,265
Male,9,1971.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,266
Female,68,1912.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,3505.0,Above poverty line,267
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,1288.0,Above poverty line,268
Male,34,1946.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,2863.0,Above poverty line,269
Male,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",7784.0,Above poverty line,270
Male,55,1925.0,"Non-Black, Non-Hispanic",Married,2,40.0,College and above,In the labor force,Managerial Occupations,41606.0,Above poverty line,271
Female,37,1943.0,"Non-Black, Non-Hispanic",Married,2,21.0,High school,In the labor force,Clerical and Administrative Support Occupations,4241.0,Above poverty line,272
Male,84,1896.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,2095.0,Above poverty line,273
Male,68,1912.0,"Non-Black, Non-Hispanic",Married,1,31.0,High school,Not in the labor force,Professional Specialty Occupations,9738.0,Above poverty line,274
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,275
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,276
Female,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,277
Female,46,1934.0,"Non-Black, Non-Hispanic",Married,2,28.0,High school,In the labor force,Service Occupations,1209.0,Above poverty line,278
Female,71,1909.0,Black,Divorced/widowed,0,,Less than high school,Not in the labor force,,2436.0,Below poverty line,279
Male,4,1976.0,Black,Single,0,,Less than high school,,,,Above poverty line,280
Male,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",6005.0,Above poverty line,281
Female,35,1945.0,Hispanic,Married,1,34.0,High school,In the labor force,Service Occupations,10240.0,Above poverty line,282
Female,21,1959.0,"Non-Black, Non-Hispanic",Single,2,18.0,High school,Not in the labor force,,2356.0,Below poverty line,283
Female,45,1935.0,"Non-Black, Non-Hispanic",Married,1,27.0,High school,In the labor force,Service Occupations,3400.0,Above poverty line,284
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,Sales Occupations,95.0,Above poverty line,285
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,2,28.0,College and above,In the labor force,Managerial Occupations,10150.0,Above poverty line,286
Female,16,1964.0,Black,Single,0,,High school,Not in the labor force,,4200.0,Above poverty line,287
Male,78,1902.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,3036.0,Above poverty line,288
Female,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,289
Female,29,1951.0,"Non-Black, Non-Hispanic",Married,2,18.0,High school,In the labor force,Clerical and Administrative Support Occupations,16.0,Above poverty line,290
Female,4,1976.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,291
Female,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,3100.0,Above poverty line,292
Female,25,1955.0,"Non-Black, Non-Hispanic",Married,2,20.0,High school,Not in the labor force,,1746.0,Above poverty line,293
Male,26,1954.0,"Non-Black, Non-Hispanic",Married,2,24.0,High school,In the labor force,"Operators, Fabricators, and Laborers",17020.0,Above poverty line,294
Female,69,1911.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,1692.0,Above poverty line,295
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,325.0,Above poverty line,296
Male,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Service Occupations,1500.0,Above poverty line,297
Male,17,1963.0,Hispanic,Single,0,,High school,Not in the labor force,,100.0,Above poverty line,298
Female,34,1946.0,"Non-Black, Non-Hispanic",Married,2,22.0,College and above,In the labor force,Clerical and Administrative Support Occupations,6300.0,Above poverty line,299
Male,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Managerial Occupations,66250.0,Above poverty line,300
Female,50,1930.0,"Non-Black, Non-Hispanic",Married,4,26.0,High school,In the labor force,Service Occupations,1000.0,Above poverty line,301
Male,44,1936.0,"Non-Black, Non-Hispanic",Married,4,25.0,College and above,In the labor force,Professional Specialty Occupations,39992.0,Above poverty line,302
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Clerical and Administrative Support Occupations,10248.0,Above poverty line,303
Female,11,1969.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,304
Female,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,In the labor force,Sales Occupations,5643.0,Above poverty line,305
Female,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,4725.0,Above poverty line,306
Male,76,1904.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,5145.0,Above poverty line,307
Female,38,1942.0,"Non-Black, Non-Hispanic",Married,2,21.0,High school,In the labor force,"Operators, Fabricators, and Laborers",0.0,Above poverty line,308
Female,65,1915.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,10268.0,Above poverty line,309
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,2,27.0,College and above,,Military Occupations,9000.0,Above poverty line,310
Female,49,1931.0,"Non-Black, Non-Hispanic",Married,2,29.0,College and above,In the labor force,Clerical and Administrative Support Occupations,3037.0,Above poverty line,311
Male,56,1924.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",30684.0,Above poverty line,312
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,0.0,Above poverty line,313
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,314
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",125.0,Above poverty line,315
Female,34,1946.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,5042.0,Above poverty line,316
Female,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",2844.0,Above poverty line,317
Female,67,1913.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,3036.0,Above poverty line,318
Female,44,1936.0,"Non-Black, Non-Hispanic",Married,1,30.0,High school,Not in the labor force,,0.0,Above poverty line,319
Male,23,1957.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,15025.0,Above poverty line,320
Female,33,1947.0,"Non-Black, Non-Hispanic",Married,2,25.0,High school,In the labor force,Service Occupations,2050.0,Above poverty line,321
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,322
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,323
Female,20,1960.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",7007.0,Above poverty line,324
Female,20,1960.0,Black,Married,1,16.0,High school,In the labor force,"Operators, Fabricators, and Laborers",1200.0,Above poverty line,325
Female,64,1916.0,Black,Married,3,27.0,Less than high school,In the labor force,Service Occupations,5474.0,Above poverty line,326
Female,38,1942.0,"Non-Black, Non-Hispanic",Married,2,24.0,College and above,Not in the labor force,Technicians and Related Support Occupations,9521.0,Above poverty line,327
Male,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,3200.0,Above poverty line,328
Male,19,1961.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,"Operators, Fabricators, and Laborers",1100.0,Above poverty line,329
Female,60,1920.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,Service Occupations,3112.0,Above poverty line,330
Female,21,1959.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",6600.0,Above poverty line,331
Male,19,1961.0,Hispanic,Single,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",6000.0,Above poverty line,332
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,2,23.0,College and above,In the labor force,,25193.0,Above poverty line,333
Female,53,1927.0,Black,Married,0,,High school,Not in the labor force,,1372.0,Above poverty line,334
Male,41,1939.0,"Non-Black, Non-Hispanic",Married,3,24.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",6280.0,Above poverty line,335
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,336
Male,5,1975.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Below poverty line,337
Female,12,1968.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,338
Female,19,1961.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,1010.0,Above poverty line,339
Female,61,1919.0,"Non-Black, Non-Hispanic",Married,1,27.0,High school,Not in the labor force,,500.0,Above poverty line,340
Male,13,1967.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,341
Female,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,Service Occupations,2484.0,Above poverty line,342
Male,30,1950.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Technicians and Related Support Occupations,23500.0,Above poverty line,343
Male,14,1966.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,,Above poverty line,344
Female,64,1916.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Service Occupations,5661.0,Above poverty line,345
Female,2,1978.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,346
Male,69,1911.0,Black,Married,0,,High school,Not in the labor force,,4608.0,Above poverty line,347
Male,22,1958.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",15030.0,Above poverty line,348
Female,43,1937.0,"Non-Black, Non-Hispanic",Married,3,28.0,College and above,In the labor force,Professional Specialty Occupations,1083.0,Above poverty line,349
Male,22,1958.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,7400.0,Above poverty line,350
Female,26,1954.0,"Non-Black, Non-Hispanic",Married,2,16.0,High school,Not in the labor force,,108.0,Above poverty line,351
Female,26,1954.0,"Non-Black, Non-Hispanic",Married,1,25.0,High school,Not in the labor force,Sales Occupations,0.0,Above poverty line,352
Male,6,1974.0,Black,Single,0,,Less than high school,,,,Above poverty line,353
Female,27,1953.0,"Non-Black, Non-Hispanic",Married,1,23.0,High school,Not in the labor force,"Operators, Fabricators, and Laborers",2200.0,Above poverty line,354
Male,68,1912.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,5589.0,Above poverty line,355
Male,27,1953.0,Black,Divorced/widowed,1,25.0,High school,In the labor force,"Operators, Fabricators, and Laborers",7691.0,Above poverty line,356
Male,65,1915.0,"Non-Black, Non-Hispanic",Married,1,42.0,Less than high school,Not in the labor force,,6283.0,Above poverty line,357
Male,40,1940.0,"Non-Black, Non-Hispanic",Married,2,32.0,High school,In the labor force,Sales Occupations,15000.0,Above poverty line,358
Male,22,1958.0,Black,Single,0,,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",16000.0,Above poverty line,359
Male,25,1955.0,Black,Divorced/widowed,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",7700.0,Above poverty line,360
Female,3,1977.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,361
Female,52,1928.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",8677.0,Above poverty line,362
Female,53,1927.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Clerical and Administrative Support Occupations,11065.0,Above poverty line,363
Male,3,1977.0,Hispanic,Single,0,,Less than high school,,,,Below poverty line,364
Male,51,1929.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",16300.0,Above poverty line,365
Male,12,1968.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,366
Male,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,367
Male,11,1969.0,Black,Single,0,,Less than high school,,,,Below poverty line,368
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,250.0,Above poverty line,369
Male,44,1936.0,"Non-Black, Non-Hispanic",Married,2,40.0,High school,In the labor force,"Operators, Fabricators, and Laborers",12000.0,Above poverty line,370
Male,86,1894.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,6971.0,Above poverty line,371
Male,51,1929.0,"Non-Black, Non-Hispanic",Married,2,31.0,College and above,In the labor force,Clerical and Administrative Support Occupations,21739.0,Above poverty line,372
Female,60,1920.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,3228.0,Above poverty line,373
Male,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,374
Male,31,1949.0,"Non-Black, Non-Hispanic",Married,3,27.0,High school,In the labor force,Managerial Occupations,25018.0,Above poverty line,375
Female,30,1950.0,"Non-Black, Non-Hispanic",Married,1,28.0,College and above,In the labor force,Professional Specialty Occupations,11005.0,Above poverty line,376
Male,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,377
Female,3,1977.0,Black,Single,0,,Less than high school,,,,Above poverty line,378
Male,65,1915.0,Hispanic,Married,0,,High school,Not in the labor force,,9147.0,Above poverty line,379
Female,77,1903.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,3776.0,Above poverty line,380
Male,27,1953.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Service Occupations,4790.0,Above poverty line,381
Female,52,1928.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,7500.0,Above poverty line,382
Female,61,1919.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,500.0,Above poverty line,383
Female,47,1933.0,"Non-Black, Non-Hispanic",Married,1,39.0,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",14696.0,Above poverty line,384
Female,48,1932.0,"Non-Black, Non-Hispanic",Married,1,33.0,High school,In the labor force,Service Occupations,11044.0,Above poverty line,385
Female,48,1932.0,"Non-Black, Non-Hispanic",Married,1,28.0,High school,In the labor force,Clerical and Administrative Support Occupations,4775.0,Above poverty line,386
Female,3,1977.0,Hispanic,Single,0,,Less than high school,,,,Above poverty line,387
Male,36,1944.0,"Non-Black, Non-Hispanic",Married,3,24.0,College and above,In the labor force,Professional Specialty Occupations,22175.0,Above poverty line,388
Female,27,1953.0,Black,Married,4,21.0,College and above,Not in the labor force,,6.0,Above poverty line,389
Male,28,1952.0,"Non-Black, Non-Hispanic",Married,1,28.0,College and above,In the labor force,Sales Occupations,24050.0,Above poverty line,390
Female,23,1957.0,"Non-Black, Non-Hispanic",Married,1,23.0,High school,Not in the labor force,,96.0,Above poverty line,391
Female,31,1949.0,Black,Divorced/widowed,2,29.0,College and above,Not in the labor force,,2200.0,Below poverty line,392
Male,35,1945.0,Hispanic,Married,5,20.0,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",10000.0,Above poverty line,393
Male,32,1948.0,"Non-Black, Non-Hispanic",Married,2,27.0,College and above,In the labor force,Managerial Occupations,31442.0,Above poverty line,394
Male,35,1945.0,"Non-Black, Non-Hispanic",Married,2,29.0,High school,,Military Occupations,12144.0,Above poverty line,395
Male,17,1963.0,Hispanic,Single,0,,High school,Not in the labor force,,160.0,Above poverty line,396
Female,48,1932.0,"Non-Black, Non-Hispanic",Married,3,35.0,High school,In the labor force,"Farming, Forestry, and Fishing Occupations",0.0,Below poverty line,397
Male,2,1978.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,398
Female,25,1955.0,Black,Single,0,,College and above,In the labor force,Service Occupations,3000.0,Below poverty line,399
Female,46,1934.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,0.0,Above poverty line,400
Female,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,Sales Occupations,531.0,Above poverty line,401
Male,18,1962.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,"Operators, Fabricators, and Laborers",3466.0,Above poverty line,402
Female,9,1971.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,403
Male,45,1935.0,Black,Married,1,30.0,High school,In the labor force,Service Occupations,20418.0,Above poverty line,404
Female,86,1894.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,Less than high school,Not in the labor force,,2134.0,Below poverty line,405
Male,30,1950.0,"Non-Black, Non-Hispanic",Married,2,17.0,College and above,In the labor force,Professional Specialty Occupations,28413.0,Above poverty line,406
Female,49,1931.0,"Non-Black, Non-Hispanic",Married,1,38.0,High school,Not in the labor force,,1756.0,Above poverty line,407
Male,25,1955.0,Hispanic,Married,3,18.0,High school,Not in the labor force,"Precision Production, Craft, and Repair Occupations",4500.0,Below poverty line,408
Male,37,1943.0,Hispanic,Married,3,15.0,Less than high school,In the labor force,"Precision Production, Craft, and Repair Occupations",17000.0,Above poverty line,409
Male,39,1941.0,"Non-Black, Non-Hispanic",Married,2,26.0,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",19050.0,Above poverty line,410
Female,23,1957.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Clerical and Administrative Support Occupations,8300.0,Above poverty line,411
Male,48,1932.0,"Non-Black, Non-Hispanic",Married,2,30.0,College and above,In the labor force,Managerial Occupations,50125.0,Above poverty line,412
Female,32,1948.0,"Non-Black, Non-Hispanic",Married,1,18.0,High school,In the labor force,Clerical and Administrative Support Occupations,8010.0,Above poverty line,413
Male,66,1914.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,5714.0,Above poverty line,414
Male,33,1947.0,"Non-Black, Non-Hispanic",Married,3,20.0,College and above,In the labor force,Professional Specialty Occupations,16097.0,Above poverty line,415
Female,30,1950.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Professional Specialty Occupations,10025.0,Above poverty line,416
Male,20,1960.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,400.0,Above poverty line,417
Female,50,1930.0,"Non-Black, Non-Hispanic",Married,0,,College and above,Not in the labor force,,600.0,Above poverty line,418
Female,18,1962.0,"Non-Black, Non-Hispanic",Single,0,,High school,In the labor force,Sales Occupations,1580.0,Above poverty line,419
Male,72,1908.0,"Non-Black, Non-Hispanic",Married,0,,Less than high school,Not in the labor force,,7114.0,Above poverty line,420
Female,49,1931.0,"Non-Black, Non-Hispanic",Married,1,30.0,High school,Not in the labor force,,0.0,Above poverty line,421
Male,16,1964.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,3067.0,Above poverty line,422
Male,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,Not in the labor force,,0.0,Above poverty line,423
Female,67,1913.0,Black,Married,0,,Less than high school,In the labor force,"Operators, Fabricators, and Laborers",500.0,Above poverty line,424
Female,47,1933.0,"Non-Black, Non-Hispanic",Divorced/widowed,3,25.0,College and above,In the labor force,Clerical and Administrative Support Occupations,10171.0,Above poverty line,425
Male,1,1979.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,426
Female,14,1966.0,Hispanic,Single,0,,Less than high school,Not in the labor force,,,Above poverty line,427
Male,24,1956.0,"Non-Black, Non-Hispanic",Single,0,,College and above,In the labor force,Managerial Occupations,23075.0,Above poverty line,428
Male,36,1944.0,"Non-Black, Non-Hispanic",Married,3,24.0,High school,In the labor force,"Operators, Fabricators, and Laborers",25450.0,Above poverty line,429
Female,69,1911.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,1972.0,Above poverty line,430
Male,2,1978.0,Black,Single,0,,Less than high school,,,,Below poverty line,431
Female,6,1974.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,432
Female,30,1950.0,Black,Married,3,19.0,College and above,In the labor force,Managerial Occupations,7900.0,Above poverty line,433
Male,5,1975.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,434
Female,0,1980.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,435
Female,10,1970.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,436
Female,36,1944.0,Hispanic,Married,7,20.0,Less than high school,Not in the labor force,,3672.0,Above poverty line,437
Male,29,1951.0,Hispanic,Single,0,,College and above,In the labor force,Sales Occupations,19864.0,Above poverty line,438
Male,41,1939.0,Hispanic,Married,0,,High school,In the labor force,"Precision Production, Craft, and Repair Occupations",22700.0,Above poverty line,439
Female,74,1906.0,"Non-Black, Non-Hispanic",Married,0,,High school,In the labor force,Sales Occupations,3854.0,Above poverty line,440
Female,47,1933.0,Black,Married,0,,High school,In the labor force,Service Occupations,752.0,Above poverty line,441
Female,15,1965.0,"Non-Black, Non-Hispanic",Single,0,,High school,Not in the labor force,,301.0,Above poverty line,442
Female,53,1927.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,9826.0,Above poverty line,443
Female,66,1914.0,"Non-Black, Non-Hispanic",Divorced/widowed,0,,High school,Not in the labor force,,6464.0,Above poverty line,444
Female,7,1973.0,"Non-Black, Non-Hispanic",Single,0,,Less than high school,,,,Above poverty line,445
Female,21,1959.0,"Non-Black, Non-Hispanic",Married,0,,College and above,In the labor force,"Precision Production, Craft, and Repair Occupations",10400.0,Above poverty line,446
Female,43,1937.0,"Non-Black, Non-Hispanic",Married,0,,High school,Not in the labor force,,500.0,Above poverty line,447
Female,21,1959.0,"Non-Black, Non-Hispanic",Married,1,20.0,College and above,Not in the labor force,,545.0,Above poverty line,448
