gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_childbirth,education,occupation,income,profile_id
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,,8.0,31.0,College and above,"Management, professional, and related occupations",,221
Male,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,High school,"Natural resources, construction, and maintenance occupations",,222
Female,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,23.0,College and above,Sales and office occupations,,223
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Sales and office occupations,,224
Female,44.0,1974.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,27.0,College and above,"Management, professional, and related occupations",,225
Male,46.0,1972.0,Black,Non-immigrant,Single,4.0,18.0,High school,Sales and office occupations,,226
Female,35.0,1983.0,Black,Non-immigrant,Single,2.0,19.0,High school,Service occupations,,227
Male,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,228
Male,70.0,1948.0,Black,Immigrant,Divorced/widowed,0.0,,High school,"Management, professional, and related occupations",,229
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,38.0,College and above,"Management, professional, and related occupations",,230
Female,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,231
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,25.0,High school,Sales and office occupations,,232
Female,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,233
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,32.0,College and above,"Management, professional, and related occupations",,234
Female,80.0,1938.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,24.0,College and above,Service occupations,,235
Male,26.0,1992.0,Black,Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,236
Female,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,237
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Unemployed,,238
Female,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,College and above,Service occupations,,239
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,240
Female,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,High school,Service occupations,,241
Female,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,24.0,College and above,"Management, professional, and related occupations",,242
Female,29.0,1989.0,Black,Non-immigrant,Married,1.0,28.0,College and above,"Management, professional, and related occupations",,243
Male,47.0,1971.0,Black,Non-immigrant,Married,6.0,29.0,High school,"Production, transportation, and material moving occupations",,244
Male,43.0,1975.0,Hispanic,Non-immigrant,Divorced/widowed,2.0,28.0,High school,"Natural resources, construction, and maintenance occupations",,245
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,7.0,17.0,College and above,Service occupations,,246
Male,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,247
Male,56.0,1962.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,17.0,High school,"Natural resources, construction, and maintenance occupations",,248
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,18.0,College and above,Service occupations,,249
Female,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,250
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,High school,Service occupations,,251
Female,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,23.0,College and above,"Management, professional, and related occupations",,252
Male,82.0,1936.0,Black,Non-immigrant,Divorced/widowed,2.0,30.0,High school,"Production, transportation, and material moving occupations",,253
Female,33.0,1985.0,Hispanic,Non-immigrant,Married,4.0,17.0,College and above,Sales and office occupations,,254
Male,35.0,1983.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Unemployed,,255
Female,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,6.0,25.0,High school,Sales and office occupations,,256
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,High school,"Production, transportation, and material moving occupations",,257
Female,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,"Management, professional, and related occupations",,258
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,259
Female,71.0,1947.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,19.0,High school,Sales and office occupations,,260
Male,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,18.0,College and above,"Production, transportation, and material moving occupations",,261
Male,59.0,1959.0,Black,Non-immigrant,Divorced/widowed,1.0,32.0,College and above,Military Occupations,,262
Female,32.0,1986.0,Black,Non-immigrant,Single,1.0,23.0,College and above,Service occupations,,263
Female,41.0,1977.0,Hispanic,Non-immigrant,Single,1.0,30.0,College and above,Service occupations,,264
Female,20.0,1998.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,265
Female,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,28.0,College and above,"Management, professional, and related occupations",,266
Female,82.0,1936.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,21.0,College and above,"Management, professional, and related occupations",,267
Male,41.0,1977.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,268
Female,43.0,1975.0,Hispanic,Immigrant,Married,3.0,28.0,College and above,"Management, professional, and related occupations",,269
Female,35.0,1983.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,22.0,High school,Sales and office occupations,,270
Female,32.0,1986.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,High school,Sales and office occupations,,271
Female,49.0,1969.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,24.0,College and above,"Management, professional, and related occupations",,272
Female,42.0,1976.0,Hispanic,Immigrant,Married,3.0,18.0,High school,"Management, professional, and related occupations",,273
Male,24.0,1994.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,274
Male,50.0,1968.0,Black,Non-immigrant,Married,1.0,21.0,College and above,"Management, professional, and related occupations",,275
Male,67.0,1951.0,Black,Non-immigrant,Married,2.0,20.0,High school,"Natural resources, construction, and maintenance occupations",,276
Male,71.0,1947.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,24.0,College and above,"Management, professional, and related occupations",,277
Female,71.0,1947.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Production, transportation, and material moving occupations",,278
Male,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,24.0,College and above,Sales and office occupations,,279
Female,37.0,1981.0,Black,Non-immigrant,Single,4.0,17.0,High school,"Management, professional, and related occupations",,280
Female,59.0,1959.0,Black,Non-immigrant,Divorced/widowed,2.0,18.0,High school,"Production, transportation, and material moving occupations",,281
Female,27.0,1991.0,Black,Non-immigrant,Single,2.0,20.0,College and above,Service occupations,,282
Female,53.0,1965.0,Black,Non-immigrant,Married,1.0,25.0,College and above,Sales and office occupations,,283
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,22.0,College and above,"Management, professional, and related occupations",,284
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,32.0,College and above,"Management, professional, and related occupations",,285
Female,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,286
Male,51.0,1967.0,Hispanic,Immigrant,Married,6.0,18.0,Less than high school,"Natural resources, construction, and maintenance occupations",,287
Female,49.0,1969.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,"Management, professional, and related occupations",,288
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,"Management, professional, and related occupations",,289
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,22.0,College and above,"Management, professional, and related occupations",,290
Male,71.0,1947.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,17.0,College and above,"Natural resources, construction, and maintenance occupations",,291
Male,70.0,1948.0,Hispanic,Immigrant,Married,4.0,25.0,High school,"Production, transportation, and material moving occupations",,292
Female,55.0,1963.0,Black,Non-immigrant,Married,3.0,24.0,College and above,"Management, professional, and related occupations",,293
Female,43.0,1975.0,Hispanic,Immigrant,Divorced/widowed,3.0,23.0,High school,"Natural resources, construction, and maintenance occupations",,294
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,"Management, professional, and related occupations",,295
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,25.0,College and above,"Management, professional, and related occupations",,296
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,23.0,College and above,"Natural resources, construction, and maintenance occupations",,297
Male,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,34.0,College and above,"Management, professional, and related occupations",,298
Male,46.0,1972.0,Hispanic,Immigrant,Married,1.0,30.0,High school,Sales and office occupations,,299
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,35.0,College and above,"Management, professional, and related occupations",,300
Female,79.0,1939.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,"Management, professional, and related occupations",,301
Female,34.0,1984.0,Hispanic,Immigrant,Married,2.0,28.0,High school,Unemployed,,302
Female,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,20.0,College and above,Service occupations,,303
Female,64.0,1954.0,Black,Non-immigrant,Divorced/widowed,4.0,18.0,High school,Service occupations,,304
Male,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,36.0,College and above,Service occupations,,305
Female,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,17.0,High school,Sales and office occupations,,306
Female,29.0,1989.0,Black,Non-immigrant,Single,3.0,19.0,College and above,"Management, professional, and related occupations",,307
Female,51.0,1967.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,308
Male,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,309
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,32.0,College and above,"Management, professional, and related occupations",,310
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,32.0,College and above,"Management, professional, and related occupations",,311
Female,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,25.0,College and above,"Management, professional, and related occupations",,312
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,High school,Service occupations,,313
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,20.0,High school,"Management, professional, and related occupations",,314
Female,44.0,1974.0,Hispanic,Non-immigrant,Married,2.0,18.0,College and above,Sales and office occupations,,315
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,316
Female,37.0,1981.0,Hispanic,Non-immigrant,Married,2.0,29.0,College and above,"Management, professional, and related occupations",,317
Female,73.0,1945.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,31.0,High school,Sales and office occupations,,318
Female,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,33.0,College and above,"Management, professional, and related occupations",,319
Female,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,College and above,Sales and office occupations,,320
Male,19.0,1999.0,Black,Non-immigrant,Single,0.0,,High school,Service occupations,,321
Female,59.0,1959.0,Hispanic,Non-immigrant,Divorced/widowed,3.0,18.0,College and above,"Management, professional, and related occupations",,322
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,"Natural resources, construction, and maintenance occupations",,323
Female,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,324
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,College and above,"Management, professional, and related occupations",,325
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Production, transportation, and material moving occupations",,326
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Natural resources, construction, and maintenance occupations",,327
Female,33.0,1985.0,Hispanic,Immigrant,Married,1.0,32.0,High school,"Management, professional, and related occupations",,328
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,22.0,College and above,"Production, transportation, and material moving occupations",,329
Male,47.0,1971.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,33.0,High school,Sales and office occupations,,330
Female,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,35.0,College and above,"Management, professional, and related occupations",,331
Female,25.0,1993.0,Black,Non-immigrant,Single,0.0,,College and above,Service occupations,,332
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,21.0,High school,"Management, professional, and related occupations",,333
Female,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,College and above,"Management, professional, and related occupations",,334
Female,26.0,1992.0,Black,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,335
Male,42.0,1976.0,Black,Non-immigrant,Married,6.0,20.0,High school,Service occupations,,336
Female,45.0,1973.0,Black,Non-immigrant,Divorced/widowed,3.0,21.0,College and above,Service occupations,,337
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,22.0,High school,Service occupations,,338
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,28.0,College and above,"Management, professional, and related occupations",,339
Female,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,27.0,College and above,"Management, professional, and related occupations",,340
Female,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,College and above,"Management, professional, and related occupations",,341
Female,30.0,1988.0,Hispanic,Non-immigrant,Married,8.0,18.0,High school,"Management, professional, and related occupations",,342
Female,22.0,1996.0,Hispanic,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,343
Male,82.0,1936.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,2.0,31.0,Less than high school,"Natural resources, construction, and maintenance occupations",,344
Male,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,30.0,College and above,Sales and office occupations,,345
Male,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,346
Female,45.0,1973.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,33.0,College and above,"Management, professional, and related occupations",,347
Female,43.0,1975.0,Hispanic,Non-immigrant,Single,4.0,17.0,Less than high school,Service occupations,,348
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,High school,"Production, transportation, and material moving occupations",,349
Male,70.0,1948.0,Hispanic,Immigrant,Divorced/widowed,1.0,26.0,Less than high school,Unemployed,,350
Female,83.0,1935.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,24.0,High school,Sales and office occupations,,351
Female,75.0,1943.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,39.0,Less than high school,Service occupations,,352
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Natural resources, construction, and maintenance occupations",,353
Female,36.0,1982.0,Black,Non-immigrant,Divorced/widowed,3.0,25.0,College and above,"Natural resources, construction, and maintenance occupations",,354
Male,68.0,1950.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,33.0,College and above,"Natural resources, construction, and maintenance occupations",,355
Male,27.0,1991.0,Hispanic,Non-immigrant,Single,2.0,20.0,College and above,Service occupations,,356
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Sales and office occupations,,357
Male,38.0,1980.0,Hispanic,Immigrant,Married,2.0,24.0,College and above,"Management, professional, and related occupations",,358
Female,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,17.0,High school,"Production, transportation, and material moving occupations",,359
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,30.0,College and above,"Management, professional, and related occupations",,360
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,Sales and office occupations,,361
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,Service occupations,,362
Male,33.0,1985.0,Hispanic,Immigrant,Single,0.0,,Less than high school,Service occupations,,363
Female,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Management, professional, and related occupations",,364
Female,24.0,1994.0,Hispanic,Non-immigrant,Married,1.0,22.0,College and above,Unemployed,,365
Male,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,30.0,College and above,"Management, professional, and related occupations",,366
Male,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,19.0,High school,"Management, professional, and related occupations",,367
Female,31.0,1987.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,3.0,23.0,High school,Sales and office occupations,,368
Male,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,369
Female,68.0,1950.0,Hispanic,Non-immigrant,Divorced/widowed,2.0,28.0,College and above,Sales and office occupations,,370
Female,49.0,1969.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,23.0,College and above,Sales and office occupations,,371
Male,49.0,1969.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,372
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,1.0,32.0,College and above,Sales and office occupations,,373
Female,23.0,1995.0,Hispanic,Non-immigrant,Married,1.0,20.0,College and above,Service occupations,,374
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,High school,"Production, transportation, and material moving occupations",,375
Female,50.0,1968.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,376
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,24.0,College and above,"Natural resources, construction, and maintenance occupations",,377
Female,31.0,1987.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,378
Female,20.0,1998.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,379
Male,86.0,1932.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,26.0,College and above,"Management, professional, and related occupations",,380
Female,40.0,1978.0,Black,Non-immigrant,Divorced/widowed,6.0,17.0,High school,Sales and office occupations,,381
Male,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,25.0,College and above,"Natural resources, construction, and maintenance occupations",,382
Female,87.0,1931.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,19.0,High school,Service occupations,,383
Male,65.0,1953.0,Hispanic,Immigrant,Married,6.0,21.0,Less than high school,Service occupations,,384
Female,33.0,1985.0,Black,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,385
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,386
Male,66.0,1952.0,Hispanic,Non-immigrant,Married,3.0,24.0,High school,"Production, transportation, and material moving occupations",,387
Male,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,College and above,"Natural resources, construction, and maintenance occupations",,388
Male,25.0,1993.0,Black,Non-immigrant,Single,0.0,,College and above,Service occupations,,389
Female,35.0,1983.0,Hispanic,Non-immigrant,Divorced/widowed,3.0,26.0,College and above,"Management, professional, and related occupations",,390
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,30.0,College and above,Service occupations,,391
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,High school,"Production, transportation, and material moving occupations",,392
Female,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,40.0,College and above,Service occupations,,393
Female,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,College and above,"Management, professional, and related occupations",,394
Male,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,395
Female,28.0,1990.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,396
Female,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,35.0,College and above,Sales and office occupations,,397
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,22.0,High school,"Natural resources, construction, and maintenance occupations",,398
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,25.0,College and above,Sales and office occupations,,399
Female,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,24.0,High school,Service occupations,,400
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,28.0,College and above,Sales and office occupations,,401
Female,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,29.0,College and above,"Natural resources, construction, and maintenance occupations",,402
Male,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Service occupations,,403
Female,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,35.0,College and above,Sales and office occupations,,404
Female,39.0,1979.0,Black,Non-immigrant,Divorced/widowed,3.0,17.0,High school,Sales and office occupations,,405
Female,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,406
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,30.0,High school,Sales and office occupations,,407
Male,30.0,1988.0,Hispanic,Immigrant,Married,2.0,25.0,College and above,Service occupations,,408
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,409
Male,86.0,1932.0,Black,Non-immigrant,Married,4.0,24.0,College and above,"Management, professional, and related occupations",,410
Female,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,411
Male,72.0,1946.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,27.0,High school,"Production, transportation, and material moving occupations",,412
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,26.0,College and above,Sales and office occupations,,413
Male,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,33.0,College and above,"Management, professional, and related occupations",,414
Female,28.0,1990.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,415
Female,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,41.0,High school,Sales and office occupations,,416
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,23.0,High school,"Management, professional, and related occupations",,417
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,22.0,High school,"Management, professional, and related occupations",,418
Female,53.0,1965.0,Black,Non-immigrant,Married,1.0,30.0,College and above,"Management, professional, and related occupations",,419
Male,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,36.0,College and above,"Management, professional, and related occupations",,420
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,421
Female,34.0,1984.0,Hispanic,Non-immigrant,Married,3.0,21.0,High school,"Management, professional, and related occupations",,422
Female,41.0,1977.0,Hispanic,Non-immigrant,Married,2.0,32.0,College and above,"Management, professional, and related occupations",,423
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,28.0,College and above,"Management, professional, and related occupations",,424
Male,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,20.0,High school,"Production, transportation, and material moving occupations",,425
Female,28.0,1990.0,Hispanic,Non-immigrant,Married,1.0,20.0,High school,"Production, transportation, and material moving occupations",,426
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,25.0,High school,"Natural resources, construction, and maintenance occupations",,427
Male,63.0,1955.0,Black,Non-immigrant,Single,6.0,18.0,High school,Service occupations,,428
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,High school,Service occupations,,429
Female,75.0,1943.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,28.0,College and above,"Management, professional, and related occupations",,430
Male,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,22.0,High school,"Natural resources, construction, and maintenance occupations",,431
Male,78.0,1940.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Production, transportation, and material moving occupations",,432
Male,30.0,1988.0,Hispanic,Immigrant,Single,3.0,21.0,Less than high school,Service occupations,,433
Male,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,31.0,High school,"Management, professional, and related occupations",,434
Female,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,Less than high school,Sales and office occupations,,435
Male,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,24.0,Less than high school,"Management, professional, and related occupations",,436
Male,28.0,1990.0,Hispanic,Immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,437
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,29.0,College and above,"Management, professional, and related occupations",,438
Male,40.0,1978.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,30.0,High school,"Natural resources, construction, and maintenance occupations",,439
Female,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,4.0,17.0,High school,Service occupations,,440
Female,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,29.0,College and above,"Management, professional, and related occupations",,441
Female,51.0,1967.0,Hispanic,Immigrant,Married,2.0,25.0,College and above,"Production, transportation, and material moving occupations",,442
Male,22.0,1996.0,Black,Non-immigrant,Single,0.0,,High school,Sales and office occupations,,443
