gender,age,birth_year,race,immigrant_status,marital_status,child_number,age_first_childbirth,education,occupation,income,profile_id
Male,29.0,1989.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,666
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,"Management, professional, and related occupations",,667
Female,32.0,1986.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,30.0,College and above,Sales and office occupations,,668
Female,37.0,1981.0,Hispanic,Non-immigrant,Divorced/widowed,2.0,29.0,High school,Sales and office occupations,,669
Male,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,21.0,College and above,"Production, transportation, and material moving occupations",,670
Male,72.0,1946.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,38.0,High school,"Management, professional, and related occupations",,671
Male,49.0,1969.0,Hispanic,Immigrant,Married,8.0,17.0,High school,Sales and office occupations,,672
Male,89.0,1929.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,28.0,High school,"Production, transportation, and material moving occupations",,673
Female,89.0,1929.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,7.0,19.0,High school,Service occupations,,674
Male,34.0,1984.0,Hispanic,Immigrant,Married,2.0,31.0,High school,"Management, professional, and related occupations",,675
Female,25.0,1993.0,Hispanic,Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,676
Female,34.0,1984.0,Black,Non-immigrant,Married,0.0,,College and above,Service occupations,,677
Female,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,18.0,High school,"Management, professional, and related occupations",,678
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Production, transportation, and material moving occupations",,679
Female,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,35.0,College and above,"Management, professional, and related occupations",,680
Male,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,29.0,College and above,"Management, professional, and related occupations",,681
Male,33.0,1985.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,682
Male,68.0,1950.0,Black,Non-immigrant,Divorced/widowed,4.0,22.0,College and above,Military Occupations,,683
Female,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,684
Female,53.0,1965.0,Black,Non-immigrant,Single,1.0,17.0,High school,"Production, transportation, and material moving occupations",,685
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,686
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,24.0,High school,"Natural resources, construction, and maintenance occupations",,687
Female,36.0,1982.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,22.0,College and above,Service occupations,,688
Female,65.0,1953.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,33.0,College and above,"Management, professional, and related occupations",,689
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,32.0,College and above,Sales and office occupations,,690
Female,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,691
Female,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,692
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,20.0,High school,Service occupations,,693
Female,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Unemployed,,694
Male,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,7.0,21.0,College and above,Service occupations,,695
Female,27.0,1991.0,Hispanic,Non-immigrant,Single,3.0,19.0,Less than high school,Service occupations,,696
Female,75.0,1943.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,20.0,High school,Sales and office occupations,,697
Female,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,32.0,College and above,"Management, professional, and related occupations",,698
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,19.0,College and above,"Natural resources, construction, and maintenance occupations",,699
Female,25.0,1993.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Service occupations,,700
Female,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,Sales and office occupations,,701
Male,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,18.0,College and above,"Natural resources, construction, and maintenance occupations",,702
Female,34.0,1984.0,Black,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,703
Male,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,College and above,"Production, transportation, and material moving occupations",,704
Female,48.0,1970.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,705
Female,80.0,1938.0,Hispanic,Immigrant,Married,5.0,18.0,High school,"Production, transportation, and material moving occupations",,706
Female,38.0,1980.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,22.0,High school,Unemployed,,707
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,25.0,High school,"Management, professional, and related occupations",,708
Male,76.0,1942.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,"Management, professional, and related occupations",,709
Male,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Production, transportation, and material moving occupations",,710
Female,46.0,1972.0,Hispanic,Immigrant,Divorced/widowed,3.0,18.0,High school,Service occupations,,711
Female,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,18.0,High school,Sales and office occupations,,712
Male,63.0,1955.0,Black,Non-immigrant,Divorced/widowed,7.0,17.0,High school,"Production, transportation, and material moving occupations",,713
Female,18.0,2000.0,Hispanic,Non-immigrant,Single,0.0,,High school,Unemployed,,714
Male,73.0,1945.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,39.0,College and above,"Management, professional, and related occupations",,715
Female,48.0,1970.0,Black,Non-immigrant,Divorced/widowed,3.0,21.0,College and above,"Management, professional, and related occupations",,716
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Management, professional, and related occupations",,717
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,718
Male,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,719
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,29.0,College and above,"Management, professional, and related occupations",,720
Female,87.0,1931.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,34.0,High school,"Production, transportation, and material moving occupations",,721
Female,88.0,1930.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,0.0,,High school,Sales and office occupations,,722
Male,46.0,1972.0,Black,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,723
Female,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,724
Female,24.0,1994.0,"Non-Black, Non-Hispanic",Immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,725
Female,19.0,1999.0,Black,Non-immigrant,Single,0.0,,High school,Service occupations,,726
Female,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,College and above,"Management, professional, and related occupations",,727
Female,74.0,1944.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,High school,"Management, professional, and related occupations",,728
Male,44.0,1974.0,Hispanic,Non-immigrant,Single,5.0,28.0,High school,"Management, professional, and related occupations",,729
Female,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,21.0,High school,Unemployed,,730
Female,64.0,1954.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,18.0,College and above,"Management, professional, and related occupations",,731
Female,75.0,1943.0,Black,Non-immigrant,Divorced/widowed,3.0,21.0,High school,Service occupations,,732
Female,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,20.0,College and above,Sales and office occupations,,733
Female,39.0,1979.0,Hispanic,Non-immigrant,Single,3.0,17.0,College and above,Unemployed,,734
Female,28.0,1990.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Service occupations,,735
Male,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Natural resources, construction, and maintenance occupations",,736
Male,31.0,1987.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,3.0,20.0,College and above,Service occupations,,737
Male,23.0,1995.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,738
Female,28.0,1990.0,Black,Immigrant,Married,3.0,23.0,College and above,"Management, professional, and related occupations",,739
Male,71.0,1947.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,21.0,College and above,"Management, professional, and related occupations",,740
Female,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,31.0,High school,"Natural resources, construction, and maintenance occupations",,741
Male,54.0,1964.0,Black,Non-immigrant,Married,2.0,20.0,College and above,Service occupations,,742
Male,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,743
Female,63.0,1955.0,"Non-Black, Non-Hispanic",Immigrant,Divorced/widowed,2.0,25.0,High school,Sales and office occupations,,744
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,745
Female,77.0,1941.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,746
Male,21.0,1997.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Sales and office occupations,,747
Female,41.0,1977.0,Hispanic,Immigrant,Married,4.0,27.0,Less than high school,Unemployed,,748
Female,33.0,1985.0,Black,Non-immigrant,Married,2.0,17.0,College and above,"Management, professional, and related occupations",,749
Male,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,750
Male,26.0,1992.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,751
Male,26.0,1992.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,752
Male,30.0,1988.0,Black,Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,753
Male,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,754
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,27.0,College and above,"Production, transportation, and material moving occupations",,755
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,34.0,College and above,"Management, professional, and related occupations",,756
Female,35.0,1983.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,27.0,College and above,Sales and office occupations,,757
Female,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,"Management, professional, and related occupations",,758
Female,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,19.0,High school,Unemployed,,759
Male,27.0,1991.0,Black,Non-immigrant,Married,0.0,,High school,"Production, transportation, and material moving occupations",,760
Female,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,32.0,College and above,Service occupations,,761
Female,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,High school,Sales and office occupations,,762
Female,46.0,1972.0,Black,Non-immigrant,Married,1.0,28.0,College and above,"Management, professional, and related occupations",,763
Male,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,4.0,19.0,High school,"Production, transportation, and material moving occupations",,764
Male,47.0,1971.0,"Non-Black, Non-Hispanic",Immigrant,Married,0.0,,High school,"Production, transportation, and material moving occupations",,765
Male,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,High school,"Management, professional, and related occupations",,766
Male,59.0,1959.0,Black,Non-immigrant,Married,3.0,19.0,High school,Sales and office occupations,,767
Female,25.0,1993.0,Black,Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,768
Male,23.0,1995.0,Black,Non-immigrant,Single,1.0,18.0,High school,"Natural resources, construction, and maintenance occupations",,769
Female,33.0,1985.0,Hispanic,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,770
Male,53.0,1965.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,28.0,College and above,Service occupations,,771
Female,40.0,1978.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,22.0,College and above,Sales and office occupations,,772
Male,42.0,1976.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,27.0,High school,"Natural resources, construction, and maintenance occupations",,773
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,22.0,High school,Sales and office occupations,,774
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,775
Female,59.0,1959.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,College and above,"Management, professional, and related occupations",,776
Female,34.0,1984.0,Black,Non-immigrant,Single,3.0,17.0,High school,"Management, professional, and related occupations",,777
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,Less than high school,"Management, professional, and related occupations",,778
Male,37.0,1981.0,Black,Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,779
Female,78.0,1940.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,19.0,High school,"Production, transportation, and material moving occupations",,780
Female,50.0,1968.0,Black,,,,,High school,,,781
Male,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,782
Female,50.0,1968.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,783
Female,68.0,1950.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,28.0,High school,"Management, professional, and related occupations",,784
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,785
Male,26.0,1992.0,Black,Non-immigrant,Single,3.0,22.0,High school,"Production, transportation, and material moving occupations",,786
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,19.0,High school,"Natural resources, construction, and maintenance occupations",,787
Male,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Service occupations,,788
Female,47.0,1971.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,29.0,College and above,"Production, transportation, and material moving occupations",,789
Male,62.0,1956.0,Black,Immigrant,Divorced/widowed,3.0,45.0,College and above,"Management, professional, and related occupations",,790
Male,83.0,1935.0,Black,Non-immigrant,Married,7.0,21.0,High school,"Natural resources, construction, and maintenance occupations",,791
Female,39.0,1979.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,17.0,High school,"Management, professional, and related occupations",,792
Male,58.0,1960.0,"Non-Black, Non-Hispanic",Immigrant,Married,2.0,41.0,College and above,Sales and office occupations,,793
Male,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,19.0,College and above,"Production, transportation, and material moving occupations",,794
Male,38.0,1980.0,Hispanic,Non-immigrant,Single,1.0,25.0,High school,"Production, transportation, and material moving occupations",,795
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,38.0,High school,"Management, professional, and related occupations",,796
Male,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,26.0,College and above,"Management, professional, and related occupations",,797
Female,59.0,1959.0,Hispanic,Non-immigrant,Divorced/widowed,2.0,22.0,College and above,"Management, professional, and related occupations",,798
Female,67.0,1951.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,33.0,College and above,Sales and office occupations,,799
Female,45.0,1973.0,Hispanic,Immigrant,Divorced/widowed,3.0,18.0,Less than high school,Service occupations,,800
Female,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,20.0,High school,Sales and office occupations,,801
Male,43.0,1975.0,Hispanic,Immigrant,Married,3.0,23.0,High school,"Production, transportation, and material moving occupations",,802
Female,60.0,1958.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,18.0,High school,Service occupations,,803
Female,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,804
Male,30.0,1988.0,Hispanic,Immigrant,Married,3.0,20.0,High school,"Natural resources, construction, and maintenance occupations",,805
Male,47.0,1971.0,Hispanic,Immigrant,Married,3.0,19.0,High school,"Natural resources, construction, and maintenance occupations",,806
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,29.0,College and above,"Natural resources, construction, and maintenance occupations",,807
Female,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,18.0,High school,Sales and office occupations,,808
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,25.0,College and above,"Management, professional, and related occupations",,809
Male,37.0,1981.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Sales and office occupations,,810
Male,20.0,1998.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,811
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,23.0,High school,Sales and office occupations,,812
Female,36.0,1982.0,Hispanic,Immigrant,Married,3.0,26.0,College and above,"Production, transportation, and material moving occupations",,813
Male,42.0,1976.0,Hispanic,Non-immigrant,Divorced/widowed,0.0,,High school,"Production, transportation, and material moving occupations",,814
Male,48.0,1970.0,Hispanic,Immigrant,Married,4.0,23.0,High school,"Production, transportation, and material moving occupations",,815
Female,54.0,1964.0,Black,Non-immigrant,Married,3.0,17.0,College and above,"Management, professional, and related occupations",,816
Female,25.0,1993.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,817
Female,33.0,1985.0,"Non-Black, Non-Hispanic",Immigrant,Married,1.0,28.0,College and above,"Management, professional, and related occupations",,818
Male,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Production, transportation, and material moving occupations",,819
Female,35.0,1983.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,820
Male,73.0,1945.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,23.0,College and above,"Natural resources, construction, and maintenance occupations",,821
Female,47.0,1971.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,21.0,College and above,Sales and office occupations,,822
Male,84.0,1934.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,20.0,College and above,Sales and office occupations,,823
Male,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,"Natural resources, construction, and maintenance occupations",,824
Male,30.0,1988.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,825
Female,42.0,1976.0,Hispanic,Immigrant,Divorced/widowed,4.0,19.0,Less than high school,"Production, transportation, and material moving occupations",,826
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,827
Female,46.0,1972.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,High school,"Management, professional, and related occupations",,828
Male,81.0,1937.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,23.0,College and above,"Management, professional, and related occupations",,829
Female,67.0,1951.0,Black,Non-immigrant,Divorced/widowed,1.0,20.0,Less than high school,Service occupations,,830
Female,66.0,1952.0,Black,Non-immigrant,Single,4.0,,High school,Service occupations,,831
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,25.0,College and above,"Management, professional, and related occupations",,832
Male,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,35.0,College and above,"Production, transportation, and material moving occupations",,833
Male,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,19.0,High school,Service occupations,,834
Female,55.0,1963.0,Black,Non-immigrant,Single,1.0,19.0,High school,Service occupations,,835
Male,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,24.0,High school,Service occupations,,836
Female,57.0,1961.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,33.0,High school,Service occupations,,837
Female,89.0,1929.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,21.0,College and above,"Management, professional, and related occupations",,838
Male,44.0,1974.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,3.0,30.0,College and above,Sales and office occupations,,839
Male,22.0,1996.0,Black,Non-immigrant,Single,0.0,,College and above,Service occupations,,840
Female,35.0,1983.0,Black,Non-immigrant,Single,1.0,22.0,High school,Service occupations,,841
Female,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,,College and above,"Management, professional, and related occupations",,842
Female,69.0,1949.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,17.0,College and above,Service occupations,,843
Male,61.0,1957.0,Hispanic,Immigrant,Divorced/widowed,3.0,28.0,College and above,"Management, professional, and related occupations",,844
Male,63.0,1955.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,22.0,College and above,Service occupations,,845
Male,22.0,1996.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Unemployed,,846
Female,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,5.0,23.0,College and above,"Management, professional, and related occupations",,847
Female,66.0,1952.0,Hispanic,Non-immigrant,Divorced/widowed,3.0,23.0,High school,Service occupations,,848
Female,86.0,1932.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,3.0,23.0,High school,Service occupations,,849
Female,27.0,1991.0,Black,Non-immigrant,Single,1.0,22.0,College and above,Sales and office occupations,,850
Female,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,19.0,College and above,Service occupations,,851
Male,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,6.0,24.0,College and above,"Management, professional, and related occupations",,852
Male,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,23.0,College and above,"Management, professional, and related occupations",,853
Male,54.0,1964.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,38.0,College and above,"Management, professional, and related occupations",,854
Female,30.0,1988.0,Hispanic,Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,855
Male,55.0,1963.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,33.0,College and above,"Management, professional, and related occupations",,856
Male,27.0,1991.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,Service occupations,,857
Male,70.0,1948.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,2.0,21.0,High school,"Management, professional, and related occupations",,858
Female,45.0,1973.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,High school,Service occupations,,859
Female,46.0,1972.0,Hispanic,Non-immigrant,Married,1.0,29.0,College and above,Service occupations,,860
Male,41.0,1977.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,4.0,30.0,College and above,"Management, professional, and related occupations",,861
Male,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,32.0,College and above,"Management, professional, and related occupations",,862
Female,38.0,1980.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,2.0,24.0,High school,Sales and office occupations,,863
Female,20.0,1998.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Management, professional, and related occupations",,864
Male,46.0,1972.0,Hispanic,Non-immigrant,Single,1.0,32.0,High school,"Natural resources, construction, and maintenance occupations",,865
Male,62.0,1956.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,19.0,College and above,"Production, transportation, and material moving occupations",,866
Female,38.0,1980.0,Black,Non-immigrant,Single,3.0,18.0,High school,Service occupations,,867
Male,34.0,1984.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,College and above,"Management, professional, and related occupations",,868
Female,43.0,1975.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,1.0,21.0,High school,Service occupations,,869
Male,42.0,1976.0,Hispanic,Non-immigrant,Married,2.0,35.0,College and above,"Management, professional, and related occupations",,870
Female,88.0,1930.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,5.0,22.0,College and above,Service occupations,,871
Female,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Unemployed,,872
Male,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,873
Female,56.0,1962.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,0.0,,College and above,Sales and office occupations,,874
Male,52.0,1966.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,1.0,36.0,College and above,"Management, professional, and related occupations",,875
Male,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Unemployed,,876
Female,18.0,2000.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,Service occupations,,877
Female,27.0,1991.0,Black,Non-immigrant,Single,1.0,25.0,College and above,Sales and office occupations,,878
Male,19.0,1999.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,High school,Unemployed,,879
Female,31.0,1987.0,Black,Non-immigrant,Single,0.0,,College and above,Sales and office occupations,,880
Male,48.0,1970.0,Hispanic,Immigrant,Married,2.0,22.0,College and above,Sales and office occupations,,881
Female,66.0,1952.0,"Non-Black, Non-Hispanic",Non-immigrant,Divorced/widowed,1.0,21.0,College and above,"Management, professional, and related occupations",,882
Male,64.0,1954.0,Black,Non-immigrant,Married,3.0,26.0,College and above,"Production, transportation, and material moving occupations",,883
Female,22.0,1996.0,"Non-Black, Non-Hispanic",Non-immigrant,Single,0.0,,College and above,"Production, transportation, and material moving occupations",,884
Female,58.0,1960.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,34.0,College and above,"Management, professional, and related occupations",,885
Male,61.0,1957.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,2.0,30.0,College and above,"Management, professional, and related occupations",,886
Female,70.0,1948.0,Black,Non-immigrant,Married,3.0,24.0,College and above,"Management, professional, and related occupations",,887
Female,22.0,1996.0,Hispanic,Immigrant,Single,1.0,20.0,High school,Sales and office occupations,,888
Male,24.0,1994.0,"Non-Black, Non-Hispanic",Non-immigrant,Married,0.0,,High school,"Natural resources, construction, and maintenance occupations",,889
Female,69.0,1949.0,"Non-Black, Non-Hispanic",Immigrant,Married,3.0,17.0,High school,Unemployed,,890
Female,39.0,1979.0,Hispanic,Immigrant,Married,3.0,18.0,College and above,"Production, transportation, and material moving occupations",,891
